61;00;00;00;91;00;00;00;00;11;21;00;31;00;00;00;00;00;71;00;00;00;41;00;00;00;00;00;11;31;00;00;00;71;00;00;41;51;00;00;71;91;11;00;00;00;91;00;21;11;00;41;00;61;31;41;00;51;81;00;91;61;21;51;61;81;00;00;00;31;41;00;91;00;21;61;00;00;51;00;00;&;&00:00:00&0&0&5
00;31;00;21;00;41;61;71;00;21;41;51;00;00;00;31;00;91;00;71;81;00;00;91;00;00;41;11;00;00;00;71;00;81;00;61;41;00;00;81;91;00;00;31;00;00;81;00;61;00;31;00;51;00;31;00;71;00;00;21;00;00;81;00;00;00;91;00;81;00;00;00;81;00;41;71;31;00;00;00;00;&;&00:00:00&0&0&5
00;00;00;00;00;21;00;61;00;00;51;61;00;00;00;31;41;00;00;00;00;00;00;00;11;00;51;00;00;31;41;00;71;00;00;91;41;61;00;21;91;81;00;00;31;00;00;00;61;11;31;00;00;00;00;31;11;71;21;00;00;91;00;61;41;00;91;00;00;00;71;21;91;71;21;00;61;00;00;31;11;&;&00:00:00&0&0&5
21;00;11;81;71;91;00;00;31;00;00;00;11;21;51;00;00;00;71;81;00;31;41;61;11;00;00;00;21;00;00;00;71;61;91;81;41;00;51;21;00;00;00;11;00;00;00;71;00;11;00;00;51;00;00;11;21;71;81;41;00;00;00;00;00;00;00;31;00;00;00;00;00;31;00;00;00;00;81;71;11;&;&00:00:00&0&0&5
00;51;00;71;00;00;00;00;00;00;31;00;00;81;00;51;00;00;00;00;00;11;51;00;00;31;00;31;00;00;41;00;51;71;81;91;00;61;00;81;00;00;00;00;00;81;91;00;31;00;21;00;00;00;51;00;11;61;41;00;00;00;81;61;71;81;00;00;00;31;41;00;91;00;00;51;71;81;00;00;00;&;&00:00:00&0&0&5
00;00;91;00;00;00;00;71;21;00;00;00;31;61;00;00;81;00;00;00;00;11;21;00;31;00;00;21;00;00;00;00;00;71;91;00;00;00;00;00;91;00;00;11;31;81;91;71;00;11;00;00;61;00;61;31;11;00;00;41;00;21;71;00;81;21;91;31;00;00;00;00;91;00;00;61;71;00;81;31;00;&;&00:00:00&0&0&5
00;00;00;81;00;00;00;91;00;00;00;00;11;21;00;00;71;00;71;81;00;00;00;51;11;00;61;00;00;31;41;00;61;00;81;91;41;00;00;00;00;81;00;00;11;00;91;00;00;11;00;00;00;00;00;11;00;91;31;00;81;00;00;61;31;81;00;71;21;00;11;00;91;00;00;00;00;11;00;51;21;&;&00:00:00&0&0&5
00;00;00;00;00;00;00;00;00;00;00;00;31;00;00;00;71;00;00;81;91;00;00;00;00;31;00;00;00;31;41;00;00;00;00;61;00;00;51;81;21;00;00;11;71;71;91;00;11;31;61;21;41;00;00;00;00;71;00;00;91;00;21;00;00;11;51;00;21;71;00;00;91;00;21;61;81;00;41;00;11;&;&00:00:00&0&0&5
00;00;00;00;00;00;00;61;21;00;21;00;00;00;61;00;00;00;00;71;91;11;00;81;00;41;51;21;00;00;00;61;51;00;91;00;00;51;00;81;00;00;00;00;31;71;91;81;00;00;00;00;51;00;31;00;11;00;00;41;00;21;81;51;41;71;91;00;00;00;00;11;00;81;00;61;00;11;00;71;00;&;&00:00:00&0&0&5
00;00;00;00;00;00;81;00;00;31;41;51;11;00;81;00;00;91;61;00;00;00;00;91;11;00;00;00;00;31;00;00;61;00;00;00;41;00;00;00;91;00;31;00;00;71;81;00;00;00;21;41;51;61;00;00;21;00;61;31;00;00;41;00;00;00;00;00;11;51;71;31;00;31;00;00;00;41;61;21;00;&;&00:00:00&0&0&5
00;71;00;00;00;00;00;51;00;00;21;00;00;71;81;00;00;00;41;00;61;11;00;91;00;00;81;21;00;00;00;00;00;00;00;00;00;00;71;81;91;11;51;00;00;00;00;91;00;00;00;31;11;00;61;31;00;71;00;51;91;00;00;00;00;21;91;11;00;61;81;51;00;91;00;21;61;00;71;00;00;&;&00:00:00&0&0&5
00;00;21;00;00;00;41;00;00;00;00;00;00;00;00;71;00;91;51;61;00;41;00;00;00;21;31;21;00;00;51;41;71;61;00;00;41;00;00;31;00;91;21;11;00;71;00;00;00;00;21;00;41;00;00;21;11;00;61;00;00;71;00;61;81;00;00;00;41;51;00;11;00;00;51;00;31;11;00;00;21;&;&00:00:00&0&0&5
00;00;81;51;00;71;00;00;00;00;00;31;00;61;00;51;00;00;41;00;00;00;21;00;31;61;81;00;00;41;00;00;00;00;00;00;00;00;00;00;00;00;41;21;00;00;81;51;21;00;41;00;00;00;51;00;61;81;71;21;00;41;11;81;00;00;91;00;00;00;51;00;91;41;21;61;11;51;71;00;31;&;&00:00:00&0&0&5
00;00;51;00;00;00;00;71;00;00;00;41;00;71;00;00;61;00;71;00;00;00;00;61;11;31;41;11;21;00;41;00;51;81;91;00;00;51;00;00;11;91;00;00;00;81;91;61;71;21;00;41;00;51;00;00;11;00;00;00;00;51;21;00;00;21;00;41;11;00;00;31;91;00;00;00;00;21;00;41;00;&;&00:00:00&0&0&5
00;00;00;00;00;00;00;00;41;11;00;00;00;00;91;51;00;00;00;00;91;00;71;00;00;00;61;00;00;00;00;00;00;71;81;91;31;61;00;00;91;71;00;11;21;71;91;81;00;11;00;00;61;00;00;31;11;61;00;21;91;00;71;61;41;00;00;51;00;81;00;00;00;81;00;71;00;00;00;00;11;&;&00:00:00&0&0&5
41;11;00;81;00;31;00;00;00;00;31;51;00;41;00;00;00;81;00;00;00;00;00;00;00;31;00;00;21;00;00;00;51;00;00;00;51;00;00;00;00;00;21;11;00;71;00;81;00;00;00;31;41;51;00;51;00;00;21;41;71;00;00;81;00;00;51;00;61;00;91;11;00;00;00;00;81;11;51;21;31;&;&00:00:00&0&0&5
31;81;00;00;11;00;00;61;00;00;00;00;00;61;00;41;00;00;00;00;91;41;00;81;00;21;00;00;00;00;51;41;00;00;91;00;00;00;71;81;00;00;00;11;00;81;00;00;11;71;31;21;00;51;00;31;00;61;81;00;91;71;21;71;00;00;00;21;51;00;00;00;00;00;21;71;31;00;00;51;00;&;&00:00:00&0&0&5
51;00;00;00;00;00;61;91;00;00;00;00;41;00;00;00;71;00;00;00;91;00;71;00;00;00;31;00;00;00;00;31;51;71;00;91;31;00;00;00;91;00;21;00;00;71;00;00;00;41;21;31;51;00;00;00;21;00;81;41;00;11;51;00;71;11;91;51;31;00;61;21;00;00;51;00;00;00;00;31;00;&;&00:00:00&0&0&5
00;00;00;00;41;11;00;00;00;00;21;00;00;00;00;00;00;00;00;00;00;21;00;00;11;00;00;00;00;41;31;00;61;00;00;00;31;71;00;00;00;00;00;11;41;61;81;91;00;71;41;21;00;00;00;31;00;41;00;71;00;81;61;71;91;21;00;00;00;51;00;11;81;00;61;00;11;00;00;31;21;&;&00:00:00&0&0&5
00;00;00;00;31;00;00;00;00;00;00;31;00;61;00;00;81;00;00;00;00;11;00;00;00;61;00;00;00;00;31;51;61;00;00;00;31;61;00;00;00;00;11;00;00;00;71;00;00;00;11;61;00;51;00;31;00;00;81;21;91;71;00;61;00;21;91;71;00;81;11;00;91;00;71;00;00;31;21;51;41;&;&00:00:00&0&0&5
