00;00;00;00;21;00;00;00;00;00;21;31;41;61;00;51;71;81;00;00;00;00;00;00;21;31;00;00;00;41;00;00;00;71;81;00;00;00;00;00;00;00;00;21;00;00;00;81;00;00;41;00;61;00;51;31;11;61;81;00;91;41;00;81;00;00;00;00;00;61;00;31;91;00;61;71;00;51;00;00;00;&;&00:00:00&0&0&5
00;00;00;00;00;00;91;00;00;00;00;00;00;00;00;00;00;00;00;00;00;00;00;00;11;21;00;00;11;00;00;00;61;00;81;91;41;51;61;71;00;00;21;00;31;00;91;00;00;00;31;00;61;51;00;21;00;00;00;41;61;91;00;61;00;00;00;71;00;00;51;00;00;71;00;00;31;00;81;00;11;&;&00:00:00&0&0&5
00;00;00;00;00;00;00;21;00;11;21;00;00;51;00;71;81;00;00;00;00;00;00;00;00;00;61;21;11;00;00;00;00;00;00;00;31;00;00;71;00;00;00;00;00;00;91;00;00;21;00;51;61;00;00;31;11;00;41;00;91;00;00;71;00;21;81;91;00;61;00;00;00;81;51;61;11;71;41;31;21;&;&00:00:00&0&0&5
00;00;00;00;00;00;00;00;11;11;00;61;21;41;00;00;00;00;71;00;91;00;00;00;00;41;51;00;00;31;41;51;71;00;00;61;51;00;00;61;00;00;00;21;00;00;00;81;00;00;00;41;00;00;31;21;11;00;61;41;91;00;81;00;00;00;00;00;00;31;00;41;00;00;00;00;00;31;51;11;21;&;&00:00:00&0&0&5
00;51;00;00;00;11;00;00;41;11;21;00;00;00;00;51;81;00;41;61;71;51;81;91;11;21;00;00;11;00;31;51;00;00;00;00;00;71;00;00;91;00;00;41;00;61;00;91;71;21;00;00;11;00;51;00;00;00;41;00;91;00;71;00;00;00;00;00;00;00;00;00;00;00;00;00;00;00;00;00;11;&;&00:00:00&0&0&5
00;31;00;00;71;00;00;91;41;00;00;00;00;00;91;00;00;00;00;00;91;31;00;00;00;21;00;11;00;31;00;00;61;00;00;00;41;00;71;00;00;00;61;00;31;61;00;00;00;00;31;21;00;00;00;11;00;00;00;41;00;00;00;81;00;00;00;00;00;51;31;11;91;71;00;81;31;00;41;61;00;&;&00:00:00&0&0&5
00;11;00;71;61;00;00;91;00;00;00;51;00;00;00;00;00;00;00;00;00;00;00;00;11;21;00;00;00;00;00;00;61;71;81;91;00;00;00;00;00;71;00;31;00;81;00;71;21;11;31;00;00;00;51;00;00;00;00;00;81;61;00;71;61;21;00;81;00;91;41;51;91;00;00;00;71;00;00;11;21;&;&00:00:00&0&0&5
00;00;41;00;11;00;00;00;00;00;00;31;00;00;00;51;00;00;61;00;00;21;00;00;00;00;00;00;00;00;00;00;61;00;91;00;00;00;00;71;81;91;00;11;51;00;91;00;00;00;51;31;00;61;41;00;00;51;00;00;61;00;71;00;71;00;00;00;00;00;21;00;00;61;00;00;71;11;41;00;31;&;&00:00:00&0&0&5
00;00;51;00;21;41;00;00;00;00;21;00;51;71;00;00;61;00;00;00;00;00;00;81;21;00;00;21;00;41;00;31;51;00;81;91;00;51;00;00;91;71;11;00;41;00;91;81;00;00;00;00;00;00;00;00;00;41;81;00;00;00;00;00;61;00;91;00;31;00;41;00;00;00;00;00;00;00;00;11;31;&;&00:00:00&0&0&5
00;00;00;00;31;00;00;00;00;00;00;00;00;00;00;00;81;91;00;00;00;00;00;00;31;00;00;21;11;00;31;51;00;71;00;81;00;00;51;71;91;00;11;00;21;00;91;71;21;41;00;00;31;00;51;00;11;00;81;00;00;71;61;71;00;00;91;00;00;21;00;00;91;00;00;00;00;00;00;00;00;&;&00:00:00&0&0&5
00;00;00;00;91;00;00;21;00;00;21;00;00;00;71;00;00;00;00;00;00;21;00;00;00;41;00;21;11;41;00;00;00;00;91;00;31;00;00;00;00;91;21;00;00;81;00;71;11;00;41;00;00;61;41;31;00;81;00;00;91;61;00;61;81;00;00;00;31;00;00;21;91;00;21;00;41;00;00;00;00;&;&00:00:00&0&0&5
00;00;00;00;00;00;00;00;00;11;00;41;00;00;00;51;00;00;51;00;00;31;00;00;00;00;00;00;11;31;00;00;61;00;00;81;41;00;00;00;91;81;00;00;00;00;00;91;00;21;00;41;00;61;00;00;11;00;81;00;91;00;00;00;41;00;91;71;00;00;31;00;91;81;71;00;00;21;00;00;11;&;&00:00:00&0&0&5
91;51;00;31;00;41;00;00;00;00;00;41;11;00;00;00;00;00;00;00;00;00;00;91;11;00;00;00;00;00;41;00;00;00;00;00;41;00;00;71;00;00;00;81;31;71;00;00;00;00;00;41;00;00;31;11;21;00;00;00;00;51;61;00;00;00;91;00;61;00;21;00;81;91;61;51;00;21;00;41;00;&;&00:00:00&0&0&5
51;00;00;00;00;00;00;00;11;00;21;00;00;00;91;00;00;71;00;00;00;00;00;31;00;00;91;00;00;41;00;00;61;00;00;00;00;00;61;00;91;71;11;41;21;00;81;00;00;00;11;61;00;00;00;00;00;91;00;00;00;00;00;81;00;21;00;00;51;00;00;31;91;71;51;00;00;81;21;00;61;&;&00:00:00&0&0&5
00;00;00;00;00;00;00;00;00;00;00;00;00;00;00;00;81;00;00;71;00;00;41;00;00;31;00;00;00;00;00;00;00;00;91;00;00;61;71;81;00;11;00;00;21;00;00;51;00;71;21;00;00;00;51;21;00;00;81;31;00;00;00;00;81;61;91;00;00;00;21;00;91;00;31;51;00;61;81;11;71;&;&00:00:00&0&0&5
00;00;00;00;00;31;00;00;00;00;31;51;21;00;00;00;00;00;00;00;00;00;00;00;21;00;00;31;11;21;00;00;00;00;91;61;41;00;61;00;81;00;71;11;00;00;00;00;00;00;21;00;00;00;51;21;00;00;61;41;00;00;00;61;41;81;00;31;00;51;00;71;00;71;00;00;21;00;61;00;00;&;&00:00:00&0&0&5
00;00;00;00;00;00;00;00;00;11;00;51;00;00;91;00;00;00;00;00;00;00;00;00;00;00;00;00;00;00;00;00;00;81;00;00;41;00;71;61;00;81;11;21;31;61;91;81;00;11;31;41;51;71;51;00;00;71;81;41;00;00;61;00;00;00;00;00;00;51;31;00;91;61;00;51;00;00;71;81;11;&;&00:00:00&0&0&5
21;00;00;00;00;00;61;00;00;00;00;00;00;00;81;00;00;00;00;00;00;00;00;00;00;00;00;00;11;00;00;71;00;00;00;00;00;00;00;00;00;00;21;31;71;71;91;81;00;21;31;00;11;51;00;21;11;71;41;00;00;81;00;81;61;00;51;91;11;00;41;00;91;00;00;81;00;21;51;61;11;&;&00:00:00&0&0&5
